,2022-11-23
16,@PhinsFan1399 @TheInsiderPaper Follow the money https://t.co/PxBj0YHJ2g
17,@HelenRo41328161 @Effiedeans Aye right. And if we were independent the English gov wouldn't be getting the £80bil from the oil and gas industry  over the next 2 years that's helping them out of their black hole.
18,@MichaelKantro Back breaking for some… the few brave enough to load oil/gas in #COM seem to have done quite alright. Happy thanksgiving!
19,"Firstpost, Nov. 23. Recommended.

#Russia Could Shut Down All Europe's Nuclear #Power Plants.
Europe’s energy crisis caused #Shortage of gas, oil, coal.
Another fuel which #Europe depends on Russia for is
#URANIUM, #Nuclear #Fuel: 🥴 😱 🥶 🕯️

https://t.co/EpYcJ5wrqW via @YouTube"
20,$AMLP - AMLP: Less-Risky Exposure To Oil And Gas Still Yielding Over 7%. https://t.co/GJTzzOL52K #economy #stocks #trading
21,"@HRH_HENRAY Ahhh Crypto, oil and Gas only you? It's like it's you that'll fund the party if PDP lose"
22,@SenTedCruz But we are in better shape than when Trump left office he has tried to stop inflation but you and other Republicans have stop everything that would have helped. Big oil have paid you and others to keep gas high causing inflation.
23,@WhiteHouse And we are trillions in debt heading to recession gas still expensive heating oil I mean food inflation. You can polish a shit but it’s still shit
24,"A great initiative and at the right time which will go a long way in successful execution of numerous offshore oil and gas projects that are in the Pipeline and fulfill the ""make in India"" goals. 
@makeinindia 
@ONGC_ 
@Pankaj3006k 
@HardeepSPuri 
@PetroleumMin https://t.co/3xrYAq4LMl"
25,"@SensibleSteve2 @PeterDClack @News_Magpie Nope, nonsensical Steve

I think you'll find there are more people making much more money from oil and gas. The consequences if which are only too well known."
26,It’s rich that right wingers that love oil and gas are deepthroating El*n
27,"@GOP I’m sure all your investigations, impeachments and congressional hearings will make gas, heating oil, milk, rent, and inflation LESS EXPENSIVE. OR NOT"
28,@elNasrino 😂😂😂 not at all I don’t even want to be I am an oil and gas person I earn a decent living for myself . I do marine logistics and equipment lease just incase.
29,"@RepStefanik Inflation? Money managers believe it is:
1) Demand exceeding supply-35%
2) Geopolitical disruption-41%
3) COVID impact/disruptions-24%

Gas prices are determined by WW oil prices &amp; taxes. Norway pumps 3X what it consumes &amp; gas is $10/gal

Rep. Stefanik spreads MAGA GOP lies"
30,"These are increases on already increased costs.  Putting a hurt on people in the north east with winter here.

Dec 1 - sale from US reserves
Dec 4 - OPEC Meeting 
Dec - EU price cap / sanctions Russian oil 

Could be a bumpy week ahead for oil and gas. https://t.co/MsDmRFsKHm"
31,"@haliwell51 @gwendoline_dirk NDP = New Debt Party or New Depression Party. Also anti oil &amp; gas thus anti-prosperity. Where are all the eTrucks eTractors eCombines &amp; eShips that power the daily food chains for billions reliably, safely and inexpensively?"
32,@marytswisc Gas and oil companies are. When the price of gas and diesel go up everything else goes up. Everything!
33,"It's time to let the Ukrainian intelligence and their special operations personnel put some Russian towns and cities in the cold darkness.  
They should even strike Russian oil and gas refineries plants, including LNG terminals. 
Let everyone feel the pain of the  cold weather."
34,"Why aren't you doing ANYTHING ab methane emissions in #Texas ? There've been dozens of complaints &amp; essentially NOTHING has improved in yrs. I think you're paid off by oil &amp; gas co's so you ""don't find"" leaks. Tell your grandchildren that when they can't breathe on this planet."
35,"We buy all types of construction equipment; gas, oil, and #miningequipment
So, if you are thinking of selling your used equipment running or non-running, look no further. Visit https://t.co/mXHMp9i3rt or call 214-773-0207.
#whobuysheavyequipment #webuyusedconstructionequipment https://t.co/tDTXfiDq9S"
36,"https://t.co/dnWd7ZleQk https://t.co/6AYPmrwyf8 
The prospect document of Iran's cooperation with the People's Republic of China in the next twenty years, in the fields of industry, oil and gas, automotive, electronics, petrochemicals, materials, transfer of nuclear... 

🇨🇳🇨🇳🇮🇷🇮🇷 https://t.co/igrtkSzdjr"
37,@GBNEWS Who are they terrorising exactly? They are wasting their time and everyone else's as we're burning more oil and gas year on year. Its futile to even try to stop humanity ruining this planet. Its what we do.
38,"@LeoVaradkar By war in Ukraine they mean the sanctioning of commodity super power Russia, two separate events, a choice, this is the reason for the UK's &amp; EU's spiral, both now import Russian oil &amp; gas via Turkey &amp; Azerbaijan, but will now cost more."
39,Every Single Republican voted For Oil Companies Gas Gouging. They ran on crime and inflation and will spend the next 2 years on actual witch hunts. Suckas https://t.co/3AT77njtNW
40,@lellen61 @RepMalliotakis @POTUS https://t.co/eQv0EBz84M  It's not that hard to look things up.
41,"The monetary turnover of the global fashion industry is comparable to the turnover of the oil and gas industry.

Cheñol not just an inscription on a T-shirt.

His eyes can look like pieces of ice, and yet warm me to the core. Just love.

💖Ashley 💖Eve 💖Zara 💖Emma. https://t.co/wqkJLt2b2v"
42,"""the best way to control methane is never to drill that hole for oil and gas, in the first place"" environmental activist Sharon Wilson with @Earthworks, tells @milesobrien @NewsHour tonight"
43,@AntonVonClouse https://t.co/vRneLQxQul
44,"@stillgray She's lost her job for a reason...she sucked at it!
Now go interview some of the gas and oil people that lost their jobs for no reason...fake climate change."
45,"@SoniaFurstenau @NicholasSimons @AdamPOlsen ➡️ Learn from Alberta and @ABDanielleSmith !! 

➡️ Promote small gov, entrepreneurship, investments AND oil &amp; gas exploration and exports. 

➡️ In socialist &amp; big union loving, big gov BC the money is just not there. 

➡️ Think top line revenue. 

➡️ Spending then is easy !!"
46,@cmcalgary Same way they decreased the global price of oil and gas. But when it increased? That wasn’t them. That was the genius of Jason Kenney and the amazing fiscal management of the UCP.
47,"@iCrushGoals I sell cards on Twitter, but for my side hustle I'm a corrosion and materials specialist in the oil and gas industry."
48,"Coterra’s corporate predecessor, Cabot Oil &amp; Gas Corp., was charged with drilling faulty gas wells that leaked flammable methane into residential water supplies in Dimock, in Susquehanna County, and surrounding communities. https://t.co/mxQE3gPJ9y"
49,https://t.co/rjuqw9w6qm
50,"@g_hibby I knew it wasn't going to go our way, but was still raging when it came out, 1st thing to do now in my book is take them to court so all our resources are paid to Hollyrood, oil gas wind wave the lot, we will pass on a proportionate amount to WM, we've to stay, lets b comfy fkem"
51,"(4 of 4)
Real Estate: -0.12%; 2 of 5 Up
Oil&amp;Gas: -1.69%; 9 of 80 Up (&gt;=4%: $FLNG)"
52,i said it on the first day i will say it agian #ZELENSKY #PUTIN #RUSSIA #OIL #GAS #COAL #POLAND #EUROPE #GOLD #SILVER #UN #UKRAINE ITS TIME FOR #EUROPE AND #AMERICA TO BIT THE BULLET - OH AND THE REST OF THE WORLD INCLUDING #CHINA 0 OR WE CUT THEM OFF - STOP PUTIN NOW ! https://t.co/zh8Pzt97MP
53,"""there's just way too much methane going into our atmosphere"" environmental activist Sharon Wilson tells @MilesOBrien as evidence grows that despite oil &amp; gas industry reports on emissions..""methane is coming up everywhere"" as she inspects oil production site in Texas @NewsHour"
54,"Stocks I watch up at least 4% on &gt;=1.5xAvgVol for the day:
$MANU: 27.3xAV; +25.8% (Leisure)
$QURE: 5.2xAV; +14.6% (Bio/Pharm)
$MRTX: 3xAV; +11.3% (Bio/Pharm)
$SCPH: 2.5xAV; +7.3% (Bio/Pharm)
$FLNG: 2xAV; +6.7% (Oil&amp;Gas)
(1 of 2)"
55,@steven_schnegg @DeathMetalV @WHCOS Are you aware of the billions of dollars Chevron and other oil/gas producers are making….all due to their greed. This isn’t a President Biden issue….it’s the greedy companies.
56,"@Tim_Bousquet How do u figure that out.  You do realize that its not just gas, propane, oil and electricity.  It's on the fertilizer that farmers use to grow their crops so they charge more.  The trucks that deliver goods so they charge more.  Also carbon tax has GST applied to it."
57,"@GOP The only way the GOP could possibly sound any more idiotic is if they blamed the fact you bit your tongue on Obama. 

Everything they say is fiction. Prices are up b/c companies are gouging and artificially inflating. It started with Oil/gas and rolled down hill."
58,Martinez is also one of seven plaintiffs in the Martinez v. Colorado Oil and Gas Conservation Commission case; that case is a state-level lawsuit similar to Juliana v. United States.
59,@sharozwa Il@n’y a rien a y voir ou a faire… sauf si on eat descendant de homesteaders… et qu’on peut louer sa parcelle pour extraction d’hydrocarbures. Comme disais la blague “The meek will inherit the earth but they won’t get the mineral rights” https://t.co/fGdI8gP12g
60,"@Eric_Schmitt give me a break. Why don’t you do some real work - talk to the Oil and Gas Companies on why they are keeping gas prices high, when they clearly don’t need to?"
61,"@bookemdeb We already do. We have a surplus. So much, we are sending gas to Europe to help those people survive moving away from Putin's control. 

Plus, we have a lot drilling sites already approved that the oil companies are not using because we don't need them."
62,@TheNavigator73 @mhhooper01 @NoLieWithBTC How about every oil and gas company?  They accounted for roughly 30k of the 8 million loans that were given out. Yet they saw and continue to see record profits.
63,@TpyxaNews Yes german has absolute wish that their own sake: money gas oil .. poor germans sitting ln GOLD HEAP
64,@CPC_HQ So oil and gas profits have nothing to do with these cost just the carbon tax which has a rebate with it.
65,"@RoonieTweet @ThamerAlmutai20 @tim_eke @acm_ow @yaboi_kryp2o @Hakan_matata @brfootball Seems like the biggest cope I’ve ever seen, europe didn’t cause the Arab spring revolt among other wars and conflicts. So that’s incorrect. Secondly Norway is very relevant now with the current gas and oil situation in Europe. Actually one of the most relevant in the world."
66,"@deonemba1 @ewarren I wonder why the oil companies waited for a Democrat President to become greedy? Apparently they weren't greedy under Trump when
 gas was $2 a gallon. Why's that? 
Here's why https://t.co/3EFDVepK5l"
67,@ThatAFluke @BertiefulSouth @cmwinterburn @MilanLdn10 Loool. That’s absolute nonsense. Most of their exports are oil and natural resources. 30% of its GDP is directly based on the oil and gas industry. Tourism and finance sector is growing but they are fundamentally an oil country https://t.co/eqvswwioUi
68,@tcastro72 @abigailmarone @WHCOS @POTUS Record job growth low energy prices peace treaty in the Middle East Russia not at war with Ukraine North Korea not testing ballistic middles Iran not killing women energy independence net exporter of oil and natural gas I could go on!!!!
69,"#CombustiblesLimpios 

The clean hydrogen opportunity for hydrocarbon-rich countries https://t.co/pZAmMaEUPS a través de @McKinsey"
70,Oil prices plummeted to 10-month lows Monday morning after stark warnings from Chinese officials shed light on the nation's increasingly worrisome Covid outbreak. https://t.co/lrK0PcpP11 https://t.co/OxR1zNWPO5
71,Federal Reserve officials at their last meeting saw “very few signs that inflation pressures were abating” before raising their benchmark interest rate by a substantial three-quarters of a point for a fourth straight time. https://t.co/0l80rJFVRP
72,"😡😠
#Dégage_Akhannouch
#مانشريش_ليمامحتاجوش
#لا_لغلاء_الأسعار_في_المغرب
#الشارع_حل
#لاسامير_هي_الحل
#أين_الشعب
#أين_الملك
سقف النفط الروسي ""العالي"" يهوي بخامي برنت و""الأميركي"" https://t.co/kH47tVKfVD"
73,@POTUS so another mass shooting. It is NOT the gun. It is society. You have made things soooo much worse. Let’s start using US oil n gas to bring down prices. Nuclear is green. Let’s go there too
74,"I think the FED will try to tighten to drop commodity prices, but end up causing a housing collapse because prices of oil &amp; gas &amp; lumber &amp; labor are less sensitive to interest rates than Housing (avg mortgage is 30 years.. long duration...)"
75,"@HailViktore @BBCNews Exactly what is happening in the world..in Ukraine..through this one-polar western world..with nazis in Ukraine being used like ISIS in Syria..now Kurds too..all for domination of energy..all for oil &amp; gas in Syria, Donbass, Siberia, Arctic Circle..now rare earths for batteries.. https://t.co/PEl6l4SLDT"
76,"@POTUS Because of your shitty Administration’s economic plan, gas is over $3, food is overpriced, interest rates are at an all time high, oil reserves are low, homelessness is everywhere and you and your scum bag son are slaves to China! Fuck you @POTUS"
77,"@dolaricemos x lo q interpreto, lo presentando ante la CNV lo q hace es Vista Oil &amp; Gas Argentina S.A.U.  le gira a la controlante arafue dentro de lo permitido x el decreto 277/22. Ahí la controlante decidirá q hace con esos USD...si los reparte como div. al ser CEDEAR se cobrarian en USD"
78,@YashArya @0zgurlukcu @AlexEpstein I didn’t call you any names so unsure on the insult you speak of. I’ve watched 2 of the 3 before.  First people need to understand the question of why would oil&amp;gas start and own the renewable sector?  Pretty standard vertical integration strategy and makes perfect sense no?
79,"@EUCouncil Orban wants Russian gas, Russian oil, he is blocking renewables in Hungary. He wants to support Putins war. Stop him! https://t.co/nq7PNkHnsE"
80,"FED tightening primarily effects long duration industries with high multiples like tech and leisure / housing, much less so in traditional boring industries like agriculture, oil &amp; gas, energy, and materials."
81,"@miikrowaveweapo tw big oil and gas corporations //

*video of a car on fire*"
82,Funny how this happens. Oil has way too much sway over elections. How many Democrats lost because of artificially raised gas prices? https://t.co/yretCFXV6b
83,"@PressSec All of these are just the ending of pandemic lockdowns an passing laws after reversing Trump's executive orders, an Gas price were higher because joe slowed domestic oil production with his climate change ex order. An by his mouth he is unable to affect gas prices"
84,"@NancyFaeser One last word:
Why don't your government stop and boycott oil and natural gas imports from those Arab and Muslims countries? President Putin will welcome you in Russia, try to meet him with the same arm band..."
85,"But, but ... US Arms sales are up... 

We can't let a little thing like planetary nuclear winter... get in the way of profits...

Besides Big Oil &amp; Gas... and a pandemic of global corruption... will likely finish us off. https://t.co/PT94F6vE5r"
86,@Lambeau_28 @FINALLEVEL The gas companies love this.  They are fully aware about the US's addiction to oil.  They will line their pockets by simply pushing prices up to feed the addiction.  Just like the tobacco companies have done.
87,"It's a good thing that $PLTR is helping oil and gas companies because we hit an oil top, those companies are going to need to save money. https://t.co/PFNiCIMLex"
88,"@ruth_wishart @BirseJan Maybe when the oil, gas, whisky, salmon, waves, wind, tides and drinking water run out ...."
89,"@wilhelm_2025 @Reuters They have coal, oil and gas reserves, they chose to not to dig or drill for it instead choosing to pander to the green energy nuts instead."
90,"But, but ... US Arms sales are up... 

We can't let a little thing like planetary nuclear winter... get in the way of profits...

Besides Big Oil &amp; Gas... and a pandemic of global corruption... will likely finish us off. https://t.co/mo0vGbVo4I"
91,"@ArchDejan @Gerashchenko_en John McCain said it best ""Russia is a giant gas station masquerading as a Country."" What does Russia make that the world wants? Besides oil and gas. And vodka, well you can get it in Texas Homegrown."
92,"@POTUS Best days for families americans, stop speculation prices drug prescription and gas and oil"
93,"@CarbonCredits My oil &amp; gas producer stocks have done way better then that, my coal stocks up 600%. Go carbon go"
94,@garethlkr @AlexEpstein @JunkScience @ceidotorg The guy is a hack oil and gas shill nothing else....
95,"@petrelnl @CBCNL Correct. First of all it won’t happen till next July, if it happens at all. A lot can change between then and now. Secondly, who knows what the price of gas, diesel, groceries, electricity, heating oil, etc will be then."
96,"@BjCruickshank Signed and donated Bill. England forces its rule on Scotland and steals all that belongs to us. Today, England declared war on Scotland. We need to stop pandering to their imperialism. No more oil, gas &amp; whisky revenue going south. We must stop that first!"
97,@Sands731 Gas and oil are partly the income for the Kurds in Syria
98,"@PeterDClack ""The world is deluded if anyone thinks renewables are cheaper than coal, gas or oil.""
'Externalities' only apply to fossil fuels."
99,@zzanekk3 @fuckig_idiot @Faytuks We're fine thanks. You can keep Russian oil and gas in the ground where it belongs. I'll pay the higher taxes willingly.
100,@SullyCNBC Russian Gas and Oil impact. They are freezing even when they are in the desert.
101,"Metallurgy and Corrosion Control in Oil and Gas Production QWVE26W

https://t.co/aMgZAaz0Bm"
102,"Alberta is swimming in oil &amp; gas.

But Canadians, particularly Albertans.... wouldn't know that from the price gouging they are seeing at the pump. 

That is to say, the inflation/price gouging is entirely manufactured... and not only does Big Oil profit, but the state does too. https://t.co/oVVfLhgiXb"
103,@allisonjade Handing out borrowed money causes inflation coupled with poor GDP growth carbon tax and our dollar relative to the U.S dollar.  Handing out surplus money from oil and gas royalties will not cause inflation.
104,"Alberta is swimming in oil &amp; gas.

But Canadians, particularly Albertans.... wouldn't know that from the price gouging they are seeing at the pump. 

That is to say, the inflation/price gouging is entirely manufactured... and not only does Big Oil profit, but the state does too. https://t.co/LCgHZKjOZc"
105,Nigeria Inaugurates First Oil and Gas Project in North https://t.co/KEy7PQE5DX
106,"@ReverendWarnock Charlatan who abused his wife! Liar and supporter of ignorant policies put forth by the fool in the Whitehouse!
Supports those policies causing record inflation, crazy gasoline, electric and heating oil and gas prices due to oppressive rules against energy producers! Stupidityx10"
107,"@BretBaier Rep. Peters, knows nothing about oil and gas! Why not try having someone from the industry on?"
108,"“…hydrocarbon-rich countries…” Could they mean Canada? Among others, of course… https://t.co/XbxbjfXJgE"
109,"US offshore oil and gas rigs at 'significant' risk of cyberattacks, warns government watchdog

https://t.co/D5hzQoyiVO"
110,"@CraigLeeson @PeterDClack Renewables or Unreliables are far more expensive than coal, gas and oil. Chris Monckton has provided an excellent economic analysis of Net Zero strategy...

https://t.co/TC23AVqLj0"
111,"@dunkfish81 @GeoffTygger @punkrobbo59 @afneil What resource, wind? Unless you tell me you extracted oil and gas before 1707 as Kingdom of Scotland, the North Sea fields belong to the UK. The UK invested into developing them, funded by finance raised in London. Couldn’t even run Darien scheme I wouldn’t brag about Scotland"
112,@POTUS Turkeys are up 21%and Gas is $4.00 a gallon Home heating oil is $5.67 a gallon Mortgages $2000  Not True !! With all due Respect
113,"@Bowenchris Love what you're are doing with renewables, it's about time. Hate what you're doing with opening new coal, oil and gas fields. It doesn't matter if they are burnt overseas, we all suffer."
114,"Federal Reserve officials at their last meeting saw “very few signs that inflation pressures were abating” before raising their benchmark interest rate by a substantial three-quarters of a point for a fourth straight time.
https://t.co/Zf9lfVqhcl"
115,"@VulgarDpplgngr What sanctions doing...
Russia's biggest oil and gas profits came from  🇪🇺 
🇨🇳 will stop buying oil in January 2023.
Russian economy is not diverse enough to make up the lost profits. So, the average Russian will now have to make up some of the profit loss to slow the fall https://t.co/ckzk1oj9Gf"
116,"@HookLib @RepMalliotakis @POTUS @ENERGY If Biden was dealing with the problem then gas would be $2.25 again. He has totally killed oil exploration &amp; production, according to US Energy Information Administration. Trump oversaw a 53% increase in oil production. Biden has seen little more than zero increase over Trump. https://t.co/T52hzpG3y2"
117,"American’s, do you like paying for global climate change with extreme inflation? That is what the Biden Admin. is doing to Americans by limiting oil and gas production, putting the burden on us when China the worst polluter does very little! @POTUS @ENERGY @JenGranholm @DNC"
118,"@Concern70732755 @CeciliaGauv Nope. We cant trust our govt. The honour system just simply doesnt work. They already showed us how they can freeze bank accounts and they will dictate how we spend our money ... declining purchases for meat, gas, oil."
119,"@mendmself @nasseramran32 Thanks for letting me know that you're a genocide enthusiast and terrible human being, @mendmself. Will you be eating the walls of those marble palaces when the gas &amp; oil economy craters, or during the next blockade, or when your leaders decide to treat you like they do migrants?"
120,"@RepSwalwell Stopping @TheDemocrats wild spending brings down inflation - but Biden depletion of strategic oil reserves, war on fossil fuels, &amp; making other country oil producers mad at US will make bringing down gas prices almost impossible."
121,"@darrengrimes_ Oil, gas and coal etc is factually killing the planet but one burning windmill is the killer blow to green energy? Grow up Darren."
122,@thespybrief Many of the ultra-rich depend on income from the oil and gas industry.  The longer cars fill up with gas daily the better for oil producers.  Billions of $ income are in jeopardy due to electrification of cars.   Regarding Elon &amp; Tesla; there is a narrative at play.
123,"@tobylitt @XrRebel @XRebellionUK Thank God your not hypocrites going back 2 a house run on electricity or gas , thank God u all walk home , not wearing leather shoes , or oil plastic rain Coates , &amp; u all eat local food nothing transported in oil tankers , your more hypocrites than T Tories"
124,"Why is Joe Biden so obsessed with killing oil and gas jobs in America and creating them in Venezuela?

https://t.co/4Hd3m5gXe9 https://t.co/G6lX5OgCHR"
125,"@jc_hesketh @USCPSC No, but without an obvious ignition source outside the pan it's not likely to have the same effect.
The fire doesn't start until the oil hits the gas flame (which is much hotter than the pan), an induction hob heats the pan directly."
126,@dlbruce0107 @tomselliott @WHCOS @POTUS That cycle (oil prices) goes up when you shut down pipelines and hault gas leases.
127,"@EmmanuelMacron you will never beat the Russians, they have always been poor, so you can sell stories about sanctions to small children, you have driven Ukraine into the Middle Ages now, Russia has oil, gas and everything, while Europe has nothing,"
128,@lesliejmarshall Exactly https://t.co/vRneLQxQul
129,"@Minicus7 @PierrePoilievre @Tesla Canada benefits more by developing lithium industry in Manitoba’s north. It will add over 10,000 jobs which will earn younger folks over 100k. Canada will be positioned to charge a premium for the resources it refines it &amp; off set higher costs of oil &amp; gas in capital markets."
130,"The oil and gas industry has changed over the past twenty years with technology being the driver behind the evolution. Well the same is technologically true with the media too.

Over the past decade The Crude Life’s evolution and a…https://t.co/VwqgjOsc6A https://t.co/Rfjh8N6xuL"
131,"@WHCOS @POTUS This Guy is a 🤡
PRICES THROUGH THE ROOF, BORDER WIDE OPEN, AFGHANISTAN TO THE WAY IT WAS BEFORE WE WENT THERE.
CripplIing Domestic Production of Oil, Natural Gas, Signing Several Multi-trillion-Dollar Spending Packages That Have Led to a Four Decade High in Inflation."
132,"@EdinburghSco @uncleprober No, in 2014 the headline was that there was only 5 years worth of oil and gas left. Hence 2019."
133,"#oil #ceiling 
‼️🇪🇺🇷🇺""EU gas price cap would deliver $33 billion blow to market""-Financial times"
134,"@Kevin_Matthews_ @nuclearzak @rahmstorf 😉
You can achieve 80-95% with thermal power plants that use fuel

coal, gas, uranium, oil, biomass

There is a BIG difference between generation that only has a capacity factor of 10 to 25% to generation that is near the 80-95% possible peak"
135,@Christo89738109 @Nigel_Farage Sadly energy is needed 100% of the time not 43% (assuming transport stays with oil and heating stays with gas) even when it‘s dark and not windy. So we build a complete backup system for the time we need electricity the most. The true cost of wind energy is when it isn’t windy.
136,"NRA Government in 2018 Approved the local content policy for oil and gas sector more museveni, more development..@KagutaFdn @KagutaMuseveni @hafswa_nalwoga @mkainerugaba @StateHouseUg @NRMOnline @SuluhuSamia @WilliamsMkenya @UgPresidency @AchengJoyRuth @AwiloLongomba https://t.co/yeaXXHL5MJ"
137,"What is a #climatefriendlyhome?🏡 It’s an energy-efficient, zero-emissions, all-electric home that does not burn oil or natural gas. Want to make your home more climate-friendly? Support is available through the new @crd_bc #HomeEnergyNavigator: https://t.co/vnWuCkz2Ix https://t.co/ZlLskziJqz"
138,"@BFT_Neelix @catturd2 Like dems do? 
Trump Russia collusion
Voting
Election denial
Covid origin
Lock downs
Mask
The vaccine
Jan 6th
Afghanistan 
CBP whipgate
The boarder &amp; illegal crossings
Police
Crime
Guns
Domestic oil &amp; gas
Economy 
Inflation
Climate
Hunter's lap top
I can go on &amp; on..."
139,"@DisgruntledPat1 @GlennCarr6 @MikeDel21893959 @aSinister @pauladamsalber1 @NoelTurner194 @MedBennett @Jeffrey75327765 @0Sundance @Narvuntien @Veritatem2021 @starkicus @rln_nelson @BubbasRanch @Matt_Clough @Kenneth72712993 @jimdtweet @Jagster20548365 @automatrix66_KC @WayneAllanH @robhon_ @NewNormality20 @Michael_D_Crow @Grimasaur @shicks_sam @mugger124 @Moderna5G_666 @variegated2 @CarrudoDon @freddie07068768 @ponycar06 @njbtweet @priscian @ChrisBBacon3 @aaa21usa @RandolphDoGood1 @josephenicholas @CrispyCX @RealMikeDelta1 @SumErgoMonstro @BradSchrag @SZOMB @keithamccluskey @wlbeeton @Skrued1 @organicdot @FredHikes @IngersolRobert @MartinJBern @yeg_sewer_rat There are 340,000 wind turbines in the world and gas/oil prices are through the roof. Wonder why gas/oil support AGW"
140,forget infrastructure week; oil and gas workers from jacksonville are ready for medicare week.
141,"@BrockWarkentin @nationalpost No we are not. Why do Canadians not focus on the CAUSE of the inflation problem which is Trudeau's/Jagmeet's war on the oil and natural gas industry which helps drive up oil and natural gas prices, and their out of control spending."
142,"NDP utterly stupid claim. Inflation doesn’t come from households with income less than 90K income.

Rogers is clear excess demand is excess demand. And need to be understood in relationship with respect to supply.

NDP claims on oil/gas… Tiff turns it to housing supply. Smart!"
143,"@CromartyHugh @KidScotland @theSNP @NicolaSturgeon Don’t be daft! In 2014 we were gonna sit rich off Oil &amp; Gas but Net Zero makes it a no go. We wnt even have the funds to keep us as we are, NHS / Social Care etc, whilst maintaining the current tax bands, let alone be better off. But SNP won’t admit that"
144,"@Bev93934207 @edmontonjournal @MacEwanU Don’t need more welders! Going to be lots of them looking for work when TMX and Coastal Gaslink are finished. No more pipelines after that til we have a different government in Ottawa. 5,000+ more oil and gas workers needed though!"
145,Keep voting liberal idiots. https://t.co/T696qwKDEA
146,Why is Joe Biden so obsessed with killing oil and gas jobs in America and creating them in Venezuela? https://t.co/vgk4FP9VSy
147,"@kayodesodar30 @GoncharenkoUa No, diesel is a destillate between heavy fuel oil and keosene in the column, gas (petrol) is above kerosene in the column.
Don't you have oil-refineries in Nigeria???"
148,"@ewo_media @BrokenDollsClub @RosaZambonini Oil and gas? You mean that stuff the SNP and green party are hell bent on not using, charging us a fortune to go green yet want to sell oil?!? If u don't see the problem with that youre the one who's nuts.
 We can't survive on selling electricity and whiskey mate."
149,"@jaygordoo @6171tara Whisky is about 2% of GDP. Oil and gas about 10% but declining. Electricity is about 2% but reliant on rUK. Water about 0%.

On the other hand, financial services is almost 10% and would be devastated by independence. So would aerospace and defence, another 3% or so."
150,"@evelynmundo @PregoneroL Ayer 5 u 8 gremios navales formaron confederación y exigen al gobierno basta de legislar contra marina nacional...flotas paraguayas, etc no pagan impuesto y gas oil a mitad de precio"
151,"@WSJ Oil and gas workers in the US don’t vote Democratic, and the State Venezuelan Americans live in is completely uncompetitive

There is no use pandering to them"
152,'Nigeria for the first time began oil and gas production in the north of the country.' https://t.co/pNtek0Sm4e
153,Living soil absorbs Co2 gas. Yes green@house gases. It converts it to plfesh oxygen and plant life. Humans and animals breath in oxygen. Breath out Co2. Co2 gives life to soil live soil creates healthy plants plants feed animals. Oil coal and gas are just fine
