,2022-11-24
49,@azamatistan Does Kazakhstan have oil and gas? https://t.co/IRbx5PmjDZ
50,@saltybeach4 @SVanBL @MDivewench @draiochta14 @neal_katyal @GOP I just want to know who is big Guy? Lol. The inflation started when gas price up after Jan 2020. It’s Biden responsibility when he changed oil policy.
51,Of which she has nothing to do with since she has been on the job for a month. I guess that’s what happens though when you rely on an oil and gas industry that is gouging it’s customers while withholding federal funding from the healthcare system.  https://t.co/bA9peh3Fhi
52,"@Thom_Hartmann Yeah it shouldn't be costing money. Neither should gas. Oil is abundant, it's been a scam since the start. It should cost a bit for the ppl who do the work 2 make it available 4 us but it's beyond ridiculous.  Extortion is the word I think? Slavery didn't end. Watch #zeitgeist"
53,Oil And Gas Executives Say It's Not Joe Biden Holding Back Domestic Production  https://t.co/HN5J23YjIp
54,Imagine you working for Paria and don’t know what is the definition of flashpoint. You working in the oil and gas industry and collecting salaries close to and past the PM. I know my fellow classmates watching this BS and studying why you in that seat and we have not been able to
55,"@pevchikh Also, when we pushed for foreign companies to withdraw and our governments to stop to oil + gas purchases, the Russian opposition became a hinder since you/they promote that sanctions do not work. Apart from the personalized ones. What other global sanctions do you compare with?&gt;"
56,"@TiceRichard Gas and oil found in UK is sold on international markets and bought by uk based energy companies at inflated world prices. Are you advocating nationalisation of oil and gas, you communist?  Decades of continuing to  poison ourselves with fossil fuels not exctly a great future"
57,"#bbcqt also there isn't any such thing as net zero, we need oil, gas ect stop the climate hoax!!!"
58,@RBReich Now say something about oil and gas workers…
59,"@M0kujin @Joe22319618 @darrengrimes_ Proves my point doesn't it, they didn't want to pay the extra transport fees to get gas to Europe, due to the increasing prices being inflated on the market by the oil giants.

Like I said this happened before Ukraine and them stopping supply to some nations."
60,"#世界杯下注 #万博体育 #世界杯赌球  https://t.co/Ni9nzPJX67
Oil certain more gas idea teacher.
😌🤏😀🥰💋"
61,"@PierrePoilievre Solar, wind &amp; battery storage is much cheaper than oil &amp; gas. You should be talking about turning the oil sands into the largest solar &amp; wind farms in the world &amp; create an abundance of cheap energy for Canada. You won't do that bc you are bought &amp; paid for by the oil companies."
62,@The_Artless_ @visavisachan Don't forget that gas and oil companies made huge profits during the war which wouldn't happen if they just sell the stuff with the same price increase they had to buy it since then
63,"Life Runs On Energy, Connected by Oil and Natural Gas, Energy Transfer T... https://t.co/Mk7oqr0bK7 via @YouTube"
64,"@theJagmeetSingh Corporate profit is a good thing.  It provides corporate stability, job security, good wages, healthcare subsidies, benefits.  At least in the oil and gas industry!  20+ year’s going strong."
65,"@adamneugebauer @PriovWolf @mmpadellan Because it was $1.82 during the covid lockdown and no one was driving anywhere. 
Now, explain something to me. When my gas was $3.60 per gallon, oil was hanging around $95 a barrel. When Donnie's gas was $1.82, oil was $30 a barrel. 
Oil 1/3 the price but gas only half as much."
66,"@unhappybirthd0y @carlton13 @martin_finch @D_Blanchflower @UKLabour The UK wasn't as heavily reliant on Russian oil, gas and minerals as Germany, Italy etc, were.

How stupid were Eurocrats, to allow Russia to hold so much power over EU states?

Putin has made the EU look rather silly, don't you thing?"
67,@GeorgeFoulkes @scotgov Let’s not consider the £80 billion in tax that will be miraculously found again from the oil and gas ‘money tree’ over the next 6 years which would have gone to @scotgov instead of UK … despite ‘poor’ Scotland being repeatedly told in 2014 that oil revenues are ‘running out’💦💰 https://t.co/B3uw0WvXVj
68,"Trouble ahead for EU. Oil price caps, gas shortages, sky high LNG prices... https://t.co/HwrOvxFhe2 via @YouTube 
General Winter enters Europe."
69,@CarignanAbreu Biden thinks buying oil and gas abroad is somewhat better or greener than using domestic supplies. How stupid! Just like you! You need to crawl back into your woke hole and study your CRT BS notes!
70,"HIRING!

Availability: Early December 2022. 
For Indonesian Citizenship only.

Currently PT. Pustek E&amp;T, a fast-growth Oil and Gas EPC and Survey-Assessment Company based in Depok, Indonesia  need the following position:"
71,"@UNICEF_Burundi INFINITE SAFE ENERGY IN ALL OUR GALLONS OF OIL AND GAS
JESUS

https://t.co/inHodC9xLF"
72,"America’s 1st Black White Supremacist President @BarackObama bankrolled Azov Battalion Nazi’s (Ukraine), PKK-YPG-SDF Terrorist (Syria).

With the Imperialistic goal of balkanizing Russia, Türkiye, and Iran, while looting and plundering Syrian Oil &amp; Gas, and Russian Commodities. https://t.co/m0JMBapKML"
73,@TreasChest Russian gas and oil drugs started to fade out clearing Olaf’s head?
74,"Watching Cowboys game-this commercial just played:  Life Runs On Energy, Connected by Oil and Natural Gas, Energy Transfer T... https://t.co/Mk7oqr0bK7 via @YouTube"
75,"@algalitsky Azerbaijan will deal with Russia somehow. The most interesting thing is the reaction of the Armenians to all the gas and oil deals of Azerbaijan, which they look at like a fox on grapes in a well-known ancient parable. Look Armenians, all this will pass you by."
76,"The EU proposal to put caps on the price of Russian oil and Russian gas failed miserably, 15 European countries opusieron...EU keep the proposal for ""after” https://t.co/Fqtt1jhZNd"
77,"@tartinki @RobertRottweil3 @WarNewsDaily @TpyxaNews No, it doesn’t! You got stuck in the past! Poland on the other side imported more oil and gas then German per capita! Why is pis do silent about that?"
78,@PierrePoilievre You mean the #petroflation from your friends in oil and gas?
79,"@NbrewerNeil ....and closing oil and gas exploration, Mardsen point refinery which WE paid for... so we have shit road bitumen now and need to import all the oil, gas, fuel, fertiliser etc Marsden used to produce
All because power abuser Ardern said so, without asking"
80,"The principal pipe or conduit in a system for conveying water, gas, oil, or other utility  https://t.co/aVztYSgw1g"
81,"@unicefmali INFINITE SAFE ENERGY IN ALL OUR GALLONS OF OIL AND GAS
JESUS

https://t.co/inHodC9xLF"
82,"@WFP_Mali INFINITE SAFE ENERGY IN ALL OUR GALLONS OF OIL AND GAS
JESUS

https://t.co/inHodCa5Bd"
83,"In 1979 the UK was £80billion in debt but we owned all our utilities, coal, oil &amp; gas in abundance. Now we are £2+ Trillion in debt, and the country owns nothing - well done Tories 👏 #bbcqt"
84,"@PeterBu59436699 @AlboMP I see a trend here: taxpayers fund coal, gas and oil companies; taxpayers fund tax cuts for the wealthy; taxpayers fund detention of innocent refugees.#PeopleBeforeProfit"
85,"@Odia1922 @no_to_qatar_wc qatar has no workforce, all their money comes from oil and gas, so they lure workes in from other very poor countrys, people there are desperate and accept contracts they can't even read often."
86,"Check out this application note!/Consultez cette note d'application! https://t.co/Vf8rof3h4E
#EddyfiTechnologies #Oil #Gas #PulsedEddyCurrent #PEC #PressureVessel #VesselInspection #PVInspection #NDTInspection #Inspection #NDTTechnician #NDT #NonDestructiveTesting #BeyondCurrent https://t.co/WL4XrKHHef"
87,"@UNICEF_Nigeria INFINITE SAFE ENERGY IN ALL OUR GALLONS OF OIL AND GAS
JESUS

https://t.co/inHodC9xLF"
88,"@WFP_Nigeria INFINITE SAFE ENERGY IN ALL OUR GALLONS OF OIL AND GAS
JESUS

https://t.co/inHodCa5Bd"
89,"@Mrczarr Nigeria has gas crude oil gold everything so let's say 50million takes gold ,50million takes gas 50 takes crude 50 takes other minerals we are still Rich just foolishness will not allow an average African man"
90,"Nice commercial about Oil &amp; Gas. 

#drillbabydrill"
91,"@javyvela1 So now do the influence of 1M dead (6M+ worldwide) from covid on supply chains, towering profits by grocers &amp; oil companies...
And that the price of gas is coming down quickly now..."
92,@GavinvanStaden7 @RyanUnderDev @EnginerdThe @WallStreetSilv What is America doing right now. At the same time all these countries that used to buy oil in dollars don't have to anymore. Throwing gas on the fire isn't even good enough to explain it.
93,"@PamCongo INFINITE SAFE ENERGY IN ALL OUR GALLONS OF OIL AND GAS
JESUS

https://t.co/inHodC9xLF"
94,@mad_minifi @bwfotogram @daniel_freund Only loosing people by immigration and war and there is no chance that somehow every Ukrainian family will start having 10 children. Europe slowly moving their heavy industries to US and they can’t fix that without getting back to Russian gas and oil. Russia also loosing from it.
95,@WTIBull Just a simple suggestion: perhaps MEG shareholders should also own WCP to provide better balance in their oil and gas portfolio. Now this is a brilliant suggestion you say?
96,"The stop buying Russian oil and gas, completely. Sanction any company that does, be it directly or indirectly. Ban Russians from France. Prove you mean it. https://t.co/bNjGUNI2Zj"
97,"@PR_Congo INFINITE SAFE ENERGY IN ALL OUR GALLONS OF OIL AND GAS
JESUS

https://t.co/inHodCa5Bd"
98,"@Mazen_Assi @nasseramran32 Qatar chose to invite the world in to its home. Qatar chooses to base their entire economy on the export of oil and natural gas to the rest of the world, even as we decrease use. With privilege comes responsibility, just as it does and will in 2026 when the US hosts."
99,"BIDEN AND THE REPUGNANT DUOPOLY DITHERS... AS THE WORLD BURNS.

Back at home, Biden will face pressure from activists to declare a climate emergency to bypass Republican intransigence and to curb the leases still being liberally handed out for oil and gas drilling. https://t.co/HH6RQwXUwc"
100,A commercial for oil and gas is absolutely wild
101,Ban logging at least 5yrs. Ban logging old growth forests and protect forever tree farms hemp farms bamboo marijuana feed the world instead of oil and gas subsidies how bout solar panels and heat pumps for WE THE PEOPLE. https://t.co/1Ldc1ULoWK
102,"@dr_ray92 The Biden admin has slashed production, paused oil and gas leases, killed the Keystone pipeline and thousands of small tributary pipelines,  depleted gas and petroleum reserves, and people wonder why prices are high.  It’s all for the green new deal scam."
103,@zerohedge People that have ZERO OIL &amp; GAS (EU) trying to put cap on people who have OIL &amp; GAS (OPEC+)? Lmfao 🤪 🤣
104,@TerryTa19927094 Tax the mega rich national and International Oil and Gas conglomerates
105,"The United States is the number one producer of Oil &amp; Gas and has become the filling station to the world (and the largest consumer of Oil)... exporting planetary destruction to the world. 

My beloved United States is destroying the world. https://t.co/l1HiM4cUTz"
106,@vonderleyen Price caps have absolutely no affect on Russia...$800 bn in oil and gas this year already for Russia...BRICS expanding.... The EU-NATO-US aggression has backfired...the good are with Russia! https://t.co/USr56AuxtT
107,@CPANicholas @Declansayshi @iTwerk4Coins @barronsonline Show your work. You said you don't understand something and the reason why. so its not like they haven't been talking about US oil dependency since Bush sr. So either you haven't been paying attention or you only listen to talking points that say environment bad lots gas good.
108,"We are both dissatisfied with the way things work, in terms of oil for the US and in terms of gas for Europe. Prices don’t have any relationship with supply and demand,” Draghi said.

I used to think that draghi was a cunning economist, now he is a purposedly dishonest politician"
109,@theJagmeetSingh What suggestions are you going to give the Liberals on how to get oil and gas companies to lower their prices?
110,"@MrJackGB @JustStop_Oil What? Are you mad? If Just Stop Oil sprays the Qatari Embassy, this will seriously miff the Qataris off and we won’t be able to buy any more gas from them! Best just to shut down our own gas, make us poorer, and kill off the elderly and sick."
111,"Trouble ahead for EU. Oil price caps, gas shortages, sky high LNG prices... https://t.co/HwrOvxFhe2 via @YouTube 
Von Der Crazy whips up the hate for Russia to set caps, as the madness rises in her."
112,"@Lahassan1964 @Bouzziti_mostaf @moderox2 @bassam57 @znasznas1 @HakimEs10 @rynsd4 @AhmedSebou @KhalZak76 @AhmedLanbari2 @WSide75 @bob_boobs @f_bellouch @taguiwin @Ta_20BEN @RFaouz En 2020, Europa Oil &amp; Gas avait obtenu des autorités marocaines, la rallonge jusqu’en 2022, de ses droits d’exploration sur la concession d’Inezgane. Ce délai devait lui permettre de finaliser le plan de travail technique que l’entreprise exécutait."
113,"According to the Department for Business, Energy &amp; Industrial Strategy, the role of gas has increased in the past decade in the energy mix as the UK moves away from coal &amp; oil, toward more sustainable, lower-carbon sources: 

https://t.co/TLhWEOC5Up

#gas $HHR.ax https://t.co/HSYpNtb5aY"
114,@Dipfan1 @Foudil33000858 @Tam_Khan also don’t come up with “human rights” when the  West kisses the Qataris' feet when it comes to gas and oil and takes on the Qatari-sponsored shirts
115,The only people destroying this Christmas for everyone are the oil &amp; gas producers and the greedy energy suppliers plus the world's governments who are in collusion with them #bbcqt #CostOfGreedCrisis  #CostOfLivingCrisis https://t.co/MHu4WCQ7JM
116,"Trouble ahead for EU. Oil price caps, gas shortages, sky high LNG prices... https://t.co/ECBmgIaMQA via @YouTube"
117,"@PierrePoilievre That's only .14 cents on a litre of gas.  Talk to your friends, the oil and gas companies and ask them why they charge us so much for oil gas and oil.  In the meantime, do some study on how climate change will hurt us all."
118,"Trouble ahead for EU. Oil price caps, gas shortages, sky high LNG prices... https://t.co/eonH0smKKg via @YouTube"
119,Biden Says Russian Oil Price Cap in Play https://t.co/nF5xrdRyrA
120,"We want to buy

Phenol 
#carbolic #acid 
99.5%

#cas 108-95-2

cfr karachi Pakistan
in #drums 

#phenol #carbolic #butylacrylate #vinylavetate #ethylene #benzene #propylene #glycol #glycols #acids #fahim #venus #venuscorporation #sodium #potassium #copper #iron #naptha #oil #gas"
121,@TeahCartel @FoxNews Omg 😳 Inflation was 1.4% at the end of 2020. Right now it’s 8.3%. So you clowns know how much of a tax increase that is on people living on a fix income? Then you throw on top of that high gas and fuel oil prices. The democrats are not the party for seniors.
122,China: So give us oil and gas (like Qatar) and we’ll give you Yuan and not USD. Then you give us Yuan for stuff we make for you. Also infrastructure stuff (like Qatar) demonstrated with pride at the World Cup. You can also swap Yuan for bullion on the SGE if you want? Arabia: Ok. https://t.co/co6TtQHHvF
123,"OIL PRODUCTION IN VENEZUELA SINCE 1973, by ( datosmacro .com )

https://t.co/KeXBaybOqA

---------------------

#combustibles
#gasolina
#diesel
#gas
#benzina 
#petrolio 
#hidrocarburos
#hydrocarbons
#petroleo
#oil

#oott
#economia
#opecplus
#recesion 
#recession https://t.co/wGfoIVNgol"
124,@Nozaly1 @WallStreetSilv Most of the world purchases oil from Dubai yet most libertarians still pay for gas despite the corruption of OPEC. The web of corruption is ever present. You will never escape it and you will always support it unless you live in the woods by yourself.
125,Always appreciate some good Ole oil and natural gas propaganda
126,"IoT Driving Innovation in Oil and Gas 
Welcome to #IoT Coffee Talk #47 where we chat about #Digital #IIoT #Automation #DigitalTwins #Edge #IoTPL #IoTCL #Cloud #DigitalTransformation #5G #AI #Data #Industry40 &amp; #Sustainability over a cup of coffee.

Grab https://t.co/004QaXRazB"
127,"@uren_gary @SouthwickMP Supply! This BS again!
The lack of, is a completely fallacious argument!
Reserve &amp; cap a % for domestic use, problem solved!
It's been used as a subterfuge to expedite even more destructive fracking, destroy more farm lands!
You Can't eat oil or gas!"
128,"@liz_churchill7 Toilet Roll shortages
Microprocessor shortages
Oil &amp; Gas shortages
Petrol shortages
Fertiliser shortages
Egg shortages

Information shortages

Democracy shortages ...

ALL manufactured to foment confusion, create fear, hike inflation and justify Net Zero/Great Reset ambitions."
129,"The cost-of-living and climate crises share the same root cause: expensive oil and gas in a volatile market. Read more: https://t.co/mQfqm9zeUc

If you want Canada to fight inflation and climate change together, say YES to clean, renewable electricity: https://t.co/gv9zvZkt83 https://t.co/EEN5tgqBc4"
130,"@Socialdemmo @BladeoftheS @DouglasTroup_ Some have different estimates of the profits made depending on who's doing the reporting.
I was just showing that the amount of profit made by the oil and gas organisations is obscenely high and they have manipulated the market.
A cynical person might suspect a cartel."
131,"Russia will not supply oil and gas to countries supporting price cap, Kremlin says https://t.co/AtRnkoRjm2"
132,"Thousands oil &amp; gas wells abandoned on tribal land left unsealed uncapped pollute groundwater, harm wildlife. 

Federal grants money applications being accepted.

It's not in article, video like more history. #abandonedwells
#environmentalcrime #pollution
 https://t.co/4xK878WRED"
133,"@IlvesToomas @azamatistan Possibly, Kazakhstan has a lot of oil and gas - but let's not forget that russia is being belligerent in Barents Sea too.

That's the bad news. The good news is that the russian army can't invade *anyone* for the next several years, so Kazakhstan &amp; Norway have time to prepare."
134,"@sophielouisecc Toilet Roll shortages
Microprocessor shortages
Oil &amp; Gas shortages
Petrol shortages
Fertiliser shortages
Egg shortages

Information shortages

Democracy shortages ...

ALL manufactured to foment confusion, create fear, hike inflation and justify Net Zero/Great Reset ambitions."
135,"Why #gas prices are soaring when the US barely uses #Russian oil? Check out this video NOW for BIG SAVINGS at the gas pump!
https://t.co/HWFrxuCty8
LIKE ▪️ SHARE ▪️ COMMENT"
136,"“Keppel Shipyard helped to keep the momentum during Q3 2022 with its two Engineering, Procurement, and Construction contracts.” https://t.co/Spb4YEuqSp"
137,"Nigeria began drilling oil and natural gas in the country’s northern region, anticipating a boost to the nation’s finances even as the new energy supplies face the threat from theft and extremist activity. https://t.co/Nj4Ga4tqV8"
138,"#ADNOC Bets More Than $9.5 Billion on #LocalManufacturing in the #UAE 
https://t.co/apBy1qDEqV 
#EntraConsulting #oil #gas #energy #shale #renewableenergy #petroleo #energia #electricidad #energiasrenovables https://t.co/krQHHMQTBT"
139,@Independent So it's safe to assume that Boris Johnson and Liz Truss are receiving backhanders from the oil and gas industry 👍
140,"@SenSanders You know why he became "" richer""? Because dem policy, especially regarding oil and gas, pushed the business to Buffett. Then some of it circles back in the form of donations."
141,"@theJagmeetSingh Question: do Canadian oil and gas producers determine the price of oil and gas? Or is that determined by those who are buying it? 

Tell me, what price were Canadian oil companies selling a barrel at one year ago and what are they selling a barrel for today?

#com"
142,"U.S. to limit Russian #Oil prices

https://t.co/xJrxLnRvay

#Gas #Mining #News #OilPrices https://t.co/Yu63WeMW8l"
143,"1.    LEGALS AUSTRALIA Environmental Defenders Office
      https://t.co/4hiZmvllbh

2.    GAS and oil WELLS EASY ZOOM MAP AUSTRALIA
      https://t.co/65UO1aFGlK

3.    GAS and oil WELLS dangers info detailed RESEARCH DATA full
      https://t.co/PMezgXaPCo
#auspol #radio https://t.co/htXJmBcp0F"
144,"One can only assume that @ofgem are in the pockets of the energy companies. 
Oil &amp; Gas wholesale prices are way down &amp; oil is at its Jan 2022 price of 85 dollars a barrel. Which also means petrol ⛽ should be £1.21 a litre. @10DowningStreet need to show their figures. @GBNEWS https://t.co/HFLkmM89G7"
145,"@dominicaway Yes they are moving away from the west and nato especially the oil n gas in eastern Mediterranean 
There is a flash point coming on Cyprus."
146,"@TimHoustonNS @DanAlbas Whatever, Con Party doesn't even acknowledge climate change is real👇 so Tim, sit down. If you don't have an alternative to the carbon tax then you're just working for the Oil &amp; Gas corps, not Canadians. https://t.co/5C0GR9WVEO"
147,"Trouble ahead for EU. Oil price caps, gas shortages, sky high LNG prices... https://t.co/ieywY3oRW7 via @YouTube"
148,@FoxNews Pipelines should never have been closed in the first place. Now our emergency oil reserves are being stolen to give appearance of lower gas prices!
149,"@BrittanyVenti @kidbookie I'll come and hit it real fast too;:
What's take what's make mistake fuck that so great and fat inflate regurgitate these motherfuckers don't make mistakes they just come back Quake a steak good show or so far I got it gas on toil
Synthetic synth oil reflect injest carbon no less"
150,"@NewsroomNZ I'm guessing there exports of oil and gas isn't worth the anguish, abuse and violence that it causes the country's people 😔
The defenders make there resources low value by being offensive to the women 😆"
151,@JamonTo55524441 @dongtickle @jordanbpeterson @BjornLomborg But oil and gas are not trying to reset the global economy before its technologically feasible. You are about to see the results of climate change zealot's irrational  policies hit northern Europe this winter.
152,"@Way2rested1 @FoxNews @HeyTammyBruce Unless you own an oil and gas company, you have no reason to complain about a pipeline unless you are parroting what you were told to say because you are weak-minded and easily influenced. https://t.co/61Uiv3kcCq"
153,"@FoxNews @HeyTammyBruce Yah 
High gas prices 
High heating oil prices 
High diesel fuel prices 
High food prices 
High medicine prices 
Stock market loses
401k loses
Empty shelves at the grocery 
High car prices 
Chip shortage 
Shell i go on..."
154,"@Zedagain @ikwilson @cafreeland @JustinTrudeau You are actually. You extract/mine natural gas/coal (yes coal), cut down trees, and import and use oil. The part you haven’t gotten past is the hypocrisy."
155,Timing Belt Kit Oil Pump for 02-05 Subaru Impreza WRX 2.0L H4 GAS DOHC EJ20T https://t.co/Ffmoiiii3I eBay https://t.co/5WOMSOU8Wz
156,"You can temporarily use engine and motor oil, but they don’t lubricate properly when mixed with gasoline. Hence, parts of the weed eater end up grinding on each other when the weed eater is in constant use. #weedtrimmer #Oil #gas https://t.co/rmSpMmCwQG"
157,"@jaccocharite Britain opened up their oil/gas fields to foreign investors, as with everything else that belongs to the people the government sold it to the highest bidder"
158,Deepwater Oil And Gas Production To Grow 60% By 2030
